clues,clues_nombre,jurisdiccion,municipio,localidad,tipologia,empresa_clave,tipo_clues,empresa_nombre,director_unidad,administrador,encargado_almacen,coordinador_comision_abasto,lugar_entrega
CSSSA018443,CENTRO DE SALUD MICROREGIONAL BELISARIO DOMÍNGUEZ,9,ALTAMIRANO,BELISARIO DOMÍNGUEZ,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018455,CAPASITS TUXTLA,1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018460,CENTRO DE SALUD MICROREGIONAL YAXALA,9,OCOSINGO,YAXALÁ,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018472,CENTRO DE SALUD RURAL  SAN MARTÍIN,9,OCOSINGO,SAN MARTÍN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018484,CENTRO DE SALUD MICROREGIONAL LA REFORMA,9,OCOSINGO,LA REFORMA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018496,CENTRO DE SALUD MICROREGIONAL LOS QUINICHEZ,9,OCOSINGO,LOS QUINICHEZ,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018501,CENTRO DE SALUD MICROREGIONAL EL CARMEN,9,CHILÓN,EL CARMEN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018513,CENTRO DE SALUD MICROREGIONAL PATELNÁ,9,CHILÓN,PATELNÁ,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018525,CENTRO DE SALUD MICROREGIONAL BOLONTÓN,9,CHILÓN,BOLONTÓN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018530,CENTRO DE SALUD MICROREGIONAL CRUCERO CHICH,9,CHILÓN,CRUCERO CHICH,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018542,CENTRO DE SALUD MICROREGIONAL EL MANGO,9,CHILÓN,EL MANGO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018554,CENTRO DE SALUD MICROREGIONAL GOLOLTÓN,9,CHILÓN,GOLOLTÓN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018566,CENTRO DE SALUD MICROREGIONAL YULUBMAX,9,CHILÓN,YULUBMAX,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018571,CENTRO DE SALUD MICROREGIOAAL SAN GABRIEL,9,CHILÓN,SAN GABRIEL,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018583,BELISARIO DOMÍNGUEZ,10,MOTOZINTLA,BELISARIO DOMÍNGUEZ,"CENTROS DE SALUD CON SERVICIOS AMPLIADOS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018595,TAPACHULA (U.N.E.M.E. SORID),7,TAPACHULA,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018600,TAPACHULA (U.N.E.M.E. CAPACITS),7,TAPACHULA,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018612,TAPACHULA (U.N.E.M.E. CAPA I ),7,TAPACHULA,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018624,TAPACHULA (U.N.E.M.E. CAPA II ),7,TAPACHULA,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018636,TUXTLA (U.N.E.M.E. CAPA),1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018641,VILLA DEL MAR,8,ARRIAGA,VILLA DEL MAR,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018653,CACHIMBO,8,PIJIJIAPAN,CACHIMBO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018665,PUENTE MARGARITA,8,PIJIJIAPAN,PUENTE MARGARITAS,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018670,LA LAGUNA,8,TONALÁ,LA LAGUNA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018682,LA POLKA,8,TONALÁ,LA POLKA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018694,SAN CRISTÓBAL (U.N.E.M.E. ENFERMEDADES CRÓNICAS),2,SAN CRISTÓBAL DE LAS CASAS,SAN CRISTÓBAL DE LAS CASAS,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018706,SAN CRISTÓBAL (U.N.E.M.E. CAPA NUEVA VIDA),2,SAN CRISTÓBAL DE LAS CASAS,SAN CRISTÓBAL DE LAS CASAS,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018711,TUXTLA   (U.N.E.M.E. CRÓNICO DEGENERATIVOS),1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018723,LAS PALMERAS,7,TAPACHULA,LAS PALMERAS,"URBANO DE 01 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018735,TUXTLA   (U.N.E.M.E. CISAME),1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018793,H. B. C. DE CHALCHIHUITÁN,2,CHALCHIHUITÁN,CHALCHIHUITÁN,"HOSPITAL INTEGRAL (COMUNITARIO)
",exfarma,3,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018805,CLÍNICA DE LA MUJER PONIENTE,1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"CLÍNICA DE ESPECIALIDADES
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018810,BANCO DE SANGRE  DR. DOMINGO CHANONA RODRÍGUEZ,1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"CENTRO ESTATAL DE TRASFUSION SANGUÍNEA (BANCOS DE SANGRE)
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018822,SAN JOSÉ ZAPOTAL,3,LAS MARGARITAS,SAN JOSÉ ZAPOTAL,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018834,CENTRO DE SALUD MICROREGIONAL CHABAN,9,CHILÓN,CHABÁN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018846,CENTRO DE SALUD MICROREGIONAL MUQUENAL,9,CHILÓN,MUQUENAL,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018851,CENTRO DE SALUD MICROREGIONAL CARMEN XAQUILA,9,CHILÓN,CARMEN XAQUILÁ,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018863,CENTRO DE SALUD MICROREGIONAL EL EDEN,9,CHILÓN,EL EDÉN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018880,CENTRO DE SALUD RURAL MACAYO 3A. SECCIÓN,5,REFORMA,MACAYO 3RA. SECCIÓN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018892,CENTRO DE SALUD RURAL LAGUNA GRANDE,5,PANTEPEC,LAGUNA GRANDE,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018904,CENTRO DE SALUD RURAL VILLA LUZ,5,HUITIUPÁN,VILLA LUZ,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018916,CENTRO DE SALUD RURAL NUEVA SABANILLA,3,MARAVILLA TENEJAPA,NUEVA SABANILLA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018921,LAS LIMAS,2,PANTELHÓ,LAS LIMAS,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018933,MACVILHO,2,CHAMULA,MACVILHO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018945,ICO,2,ALDAMA,ICO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018950,CHILIMJOVELTIC,2,CHAMULA,CHILIMJOVELTIC,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018962,TZIMOL,3,TZIMOL,TZIMOL,"CENTROS DE SALUD CON SERVICIOS AMPLIADOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018974,COMITÁN (U.N.E.M.E. CAPA),3,COMITÁN DE DOMÍNGUEZ,COMITÁN DE DOMÍNGUEZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018986,FRONTERA COMALAPA  (U.N.E.M.E. CAPA),3,FRONTERA COMALAPA,FRONTERA COMALAPA,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018991,CARAVANA TIPO 0 TZABALHÓ,2,CHENALHÓ,TZABALHÓ,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019003,CARAVANA TIPO 0 LA PROVIDENCIA,2,PANTELHÓ,LA PROVIDENCIA,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019015,CARAVANA TIPO 0 JOCOSIC,2,HUIXTÁN,JOCOSIC,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019020,CARAVANA TIPO 0 EL DURAZNAL SANTA FE,9,CHILÓN,EL DURAZNAL SANTA FE,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019032,CARAVANA TIPO 0 BAWITZ TUTZILTIK,9,CHILÓN,BAWITZ TUTZILTIK,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019044,CARAVANA TIPO 0 SEGUNDO TZAJALCHÉN,9,CHILÓN,SEGUNDO TZAJALCHÉN,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019056,CARAVANA TIPO 0 PARAÍSO CHICOTÁNIL,9,SITALÁ,PARAÍSO CHICOTÁNIL,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019061,CARAVANA TIPO 0 YOCHIBJÁ,9,CHILÓN,YOCHIBJÁ,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019073,CARAVANA TIPO 0 UJCAYIL,9,CHILÓN,UJCAYIL,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019085,CLÍNICA DE LA MUJER CINTALAPA,1,CINTALAPA,CINTALAPA DE FIGUEROA,"CLÍNICA DE ESPECIALIDADES
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019090,CLÍNICA DE LA MUJER SAN CRISTÓBAL DE LAS CASAS,2,SAN CRISTÓBAL DE LAS CASAS,SAN CRISTÓBAL DE LAS CASAS,"CLÍNICA DE ESPECIALIDADES
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019102,CLÍNICA DE LA MUJER PICHUCALCO,5,PICHUCALCO,PICHUCALCO,"CLÍNICA DE ESPECIALIDADES
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019114,CLÍNICA DE LA MUJER PALENQUE,6,PALENQUE,PALENQUE,"CLÍNICA DE ESPECIALIDADES
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019126,CLÍNICA DE LA MUJER TONALÁ,8,TONALÁ,TONALÁ,"CLÍNICA DE ESPECIALIDADES
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019131,CENTRO DE SALUD MICROREGIONAL CERRO JAQUIMA,1,OCOTEPEC,CERRO JAQUIMA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019143,CENTRO DE SALUD MICROREGIONAL SAN MIGUEL LA SARDINA,1,FRANCISCO LEÓN,SAN MIGUEL LA SARDINA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019155,CENTRO DE SALUD MICROREGIONAL SAN JOSÉ PLAN OCOTAL,1,OCOTEPEC,SAN JOSÉ PLAN OCOTAL,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019160,TONALÁ (UNEME CAPA),8,TONALÁ,TONALÁ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019172,PALENQUE (UNEME CAPA),6,PALENQUE,PALENQUE,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019184,CENTRO DE SALUD MICROREGIONAL LA LIBERTAD,2,CHENALHÓ,LA LIBERTAD,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019196,CENTRO DE SALUD MICROREGIONAL PASHTONTICJA,2,OXCHUC,PASHTONTICJA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019201,CENTRO DE SALUD MICROREGIONAL YUT BASH UNO,2,CHAMULA,YUT BASH UNO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019213,CENTRO DE SALUD MICROREGIONAL CHIMTIC,2,CHENALHÓ,CHIMTIC,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019225,CENTRO DE SALUD MICROREGIONAL CHIXILTÓN,2,CHENALHÓ,CHIXILTÓN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019230,CENTRO DE SALUD MICROREGIONAL NUEVA MORELIA,10,AMATENANGO DE LA FRONTERA,NUEVA MORELIA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019254,CENTRO DE SALUD MICROREGIONAL YASHNAIL,2,SAN JUAN CANCUC,YASHNAIL,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019266,CENTRO DE SALUD MICROREGIONAL BAPUZ,2,SAN JUAN CANCUC,BAPUZ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019271,CENTRO DE SALUD MICROREGIONAL TZULUWITZ,2,SAN JUAN CANCUC,TZULUWITZ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019283,CENTRO DE SALUD MICROREGIONAL CHILOLJA,2,SAN JUAN CANCUC,CHILOLJÁ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019300,CENTRO DE SALUD MICROREGIONAL SAN ANDRES PUERTO RICO,2,HUIXTÁN,SAN ANDRÉS PUERTO RICO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019312,CENTRO DE SALUD MICROREGIONAL SANTA ROSA,2,HUIXTÁN,SANTA ROSA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019324,CENTRO DE SALUD MICROREGIONAL YIBELJOJ,2,CHENALHÓ,YIBELJOJ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019336,CENTRO DE SALUD MICROREGIONAL CAÑADA GRANDE,2,TENEJAPA,CAÑADA GRANDE,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019341,CENTRO DE SALUD MICROREGIONAL MAJOMUT,2,CHENALHÓ,MAJOMUT,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019353,CENTRO DE SALUD SIBERIA,2,CHANAL,SIBERIA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019365,CENTRO DE SALUD MICROREGIONAL CHULNA,2,OXCHUC,CHULNA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019370,CENTRO DE SALUD MICROREGIONAL TZOPILJA,2,OXCHUC,TZOPILJA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019382,CENTRO DE SALUD MICROREGIONAL TZAJALCHÉN,2,CHAMULA,TZAJALCHÉN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019394,CENTRO DE SALUD MICROREGIONAL CATISHTIC,2,CHAMULA,CATISHTIC,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019406,CENTRO DE SALUD MICROREGIONAL JOLBON,2,CHAMULA,JOLBÓN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019411,CENTRO DE SALUD MICROREGIONAL LAS MINAS,2,CHAMULA,LAS MINAS,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019423,CENTRO DE SALUD MICROREGIONAL PAJALTÓN ALTO,2,CHAMULA,PAJALTÓN ALTO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019435,CENTRO DE SALUD MICROREGIONAL PINAR SALINAS,2,ZINACANTÁN,PINAR SALINAS,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019440,CENTRO DE SALUD MICROREGIONAL SAN JOAQUIN,2,PANTELHÓ,SAN JOAQUÍN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019452,CENTRO DE SALUD MICROREGIONAL TOLBILJA,2,OXCHUC,TOLBILJA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019464,CENTRO DE SALUD MICROREGIONAL  ZANEMBOLOM,2,CHENALHÓ,TZANEMBOLOM,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019493,SANTIAGO EL PINAR,2,SANTIAGO EL PINAR,SANTIAGO EL PINAR,"CENTROS DE SALUD CON SERVICIOS AMPLIADOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019505,CLÍNICA DE LA MUJER TAPACHULA,7,TAPACHULA,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,"CLÍNICA DE ESPECIALIDADES
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019510,PALENQUE (U.N.E.M.E. CIRUGÍA AMBULATORIA),6,PALENQUE,PALENQUE,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019522,ALDAMA,2,ALDAMA,ALDAMA,"CENTROS DE SALUD CON SERVICIOS AMPLIADOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA019534,TUXTLA (U.N.E.M.E. CIRUGÍA AMBULATORIA Y TORRE DE DIAGNÓSTICO),1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
